planet,planet_mass_mjup,planet_radius_rjup,star_distance_AU,temp_calculated_K,star_name,star_mass_msun,star_radius_rsun,star_age_Gy,star_teff_K
HD 63935 c,0.0349,0.259,0.148,684.0,HD 63935,0.933,0.959,,5534.0
HD 64114 b,17.8,,0.246,,HD 64114,0.95,,,5676.0
HD 64121 b,2.56,,1.51,,HD 64121,1.64,5.44,,5966.0
HD 6434 b,0.39,,0.14,,HD 6434,0.79,0.57,3.8,5835.0
HD 65216 A b,1.295,,1.301,,HD 65216 A,0.92,,,5666.0
HD 65216 A c,2.03,,5.75,,HD 65216 A,0.92,,,5666.0
HD 66141 b,6.0,,1.2,,HD 66141,1.1,21.4,6.84,4305.0
HD 66428 b,2.82,,3.18,,HD 66428,1.14552,,5.56,5752.0
HD 66428 c,27.0,,23.0,,HD 66428,1.14552,,5.56,5752.0
HD 67087 b,3.06,,1.08,,HD 67087,1.36,1.55,1.45,6330.0
HD 67087 c,4.85,,3.86,,HD 67087,1.36,1.55,1.45,6330.0
HD 6718 b,1.56,,3.56,,HD 6718,0.96,1.02,,5745.0
HD 68402 b,3.07,,2.18,,HD 68402,1.12,1.02,2.0,5950.0
HD 68988 b,1.86,,0.0704,,HD 68988,1.2,1.14,6.78,5767.0
HD 68988 c,15.0,,13.2,,HD 68988,1.2,1.14,6.78,5767.0
HD 69123 b,3.04,,2.48,,HD 69123,1.68,7.72,,4787.0
HD 69830 b,0.1427,,0.0785,,HD 69830,0.86,0.895,7.0,5385.0
HD 69830 c,0.1649,,0.186,,HD 69830,0.86,0.895,7.0,5385.0
HD 69830 d,0.2529,,0.63,,HD 69830,0.86,0.895,7.0,5385.0
HD 70642 b,2.0,,3.3,,HD 70642,1.0,0.84,3.88,5670.0
HD 7199 b,0.29,,1.36,,HD 7199,0.89,0.96,6.79,5386.0
HD 72490 b,1.768,1.218,1.88,,HD 72490,1.21,4.96,,4934.0
HD 72659 b,3.15,,4.74,,HD 72659,0.95,1.36,6.5,5926.0
HD 72892 b,5.45,,0.228,,HD 72892,1.02,1.22,8.0,5688.0
HD 73256 c,16.0,,3.8,,HD 73256,1.05,0.89,0.83,5570.0
HD 73267 b,3.06,,2.198,,HD 73267,0.89,1.04,7.4,5317.0
HD 73344 b,,0.256,0.1331,835.0,HD 73344,1.378,1.43,,6460.0
HD 73344 c,0.3659,,0.343,562.0,HD 73344,1.378,1.43,,6460.0
HD 73526 b,2.25,,0.65,,HD 73526,1.08,1.49,5.59,5590.0
HD 73526 c,2.25,,1.03,,HD 73526,1.08,1.49,5.59,5590.0
HD 73534 b,1.15,,3.15,,HD 73534,1.29,2.65,,4952.0
HD 73583 b,0.0321,0.2489,0.0604,721.0,HD 73583,0.66,0.71,0.75,4511.0
HD 73583 c,0.0302,0.2436,0.1233,503.0,HD 73583,0.66,0.71,0.75,4511.0
HD 74014 b,60.8,,7.07,,HD 74014,,,,
HD 74156 b,1.778,,0.2916,,HD 74156,1.24,1.64,3.7,5960.0
HD 74156 c,7.997,,3.82,,HD 74156,1.24,1.64,3.7,5960.0
HD 7449 A b,0.508,,2.38,,HD 7449 A,1.05,1.01,2.1,6024.0
HD 7449 A c,19.2,,12.7,,HD 7449 A,1.05,1.01,2.1,6024.0
HD 7449 A d,0.053,,,,HD 7449 A,1.05,1.01,2.1,6024.0
HD 7449 A e,0.17,,,,HD 7449 A,1.05,1.01,2.1,6024.0
HD 74698 b,0.072,,0.121,,HD 74698,1.039,1.333,1.85,5783.0
HD 74698 c,0.4,,4.5,,HD 74698,1.039,1.333,1.85,5783.0
HD 75289 b,0.47,1.03,0.046,,HD 75289,1.05,1.25,4.96,6120.0
HD 75302 b,5.4,,5.3,,HD 75302,1.06,,2.1,
HD 75784 b,1.15,,1.073,,HD 75784,1.41,3.3,4.0,4917.0
HD 75784 c,5.6,,6.5,,HD 75784,1.41,3.3,4.0,4917.0
HD 75898 b,2.51,,1.19,,HD 75898,1.28,1.6,3.8,6021.0
HD 76700 b,0.23,0.99,0.049,,HD 76700,1.0,1.33,4.51,5726.0
HD 76920 b,3.13,,1.187,,HD 76920,1.17,7.47,7.1,4698.0
HD 77065 b,41.0,,0.438,,HD 77065,0.75,,,4990.0
HD 77338 b,0.5,,0.0614,,HD 77338,0.93,0.88,3.97,5370.0
HD 79181 b,0.64,,0.9,,HD 79181,,,,
HD 7924 b,0.0273,1.05,0.05664,826.0,HD 7924,0.832,0.78,,5177.0
HD 7924 c,0.0247,,0.1134,584.0,HD 7924,0.832,0.78,,5177.0
HD 7924 d,0.0203,,0.1551,499.0,HD 7924,0.832,0.78,,5177.0
HD 79498 b,1.34,,3.13,,HD 79498,1.06,,2.7,5740.0
HD 80275 b,56.876,,23.379,,HD 80275,,5.424,,4692.0
HD 80606 b,4.1641,1.032,0.4603,,HD 80606,0.98,0.98,7.63,5645.0
HD 80653 b,0.01762,0.144,0.0166,,HD 80653,1.18,1.22,2.67,5950.0
HD 80653 c,5.41,,1.961,,HD 80653,1.18,1.22,2.67,5950.0
HD 80869 b,4.86,,2.878,203.2,HD 80869,1.08,1.062,,5837.0
HD 81040 b,8.04,,1.94,,HD 81040,0.96,0.86,4.18,5700.0
HD 81688 b,1.77,,0.66,,HD 81688,2.1,13.0,,4753.0
HD 81817 b,27.1,,3.3,,HD 81817,4.3,83.8,0.15,4140.0
HD 82886 b,1.3,,1.65,,HD 82886,1.06,4.8,7.0,5112.0
HD 82943 b,14.5,,1.19,,HD 82943,1.18,1.12,3.08,5874.0
HD 82943 c,14.39,,0.746,,HD 82943,1.18,1.12,3.08,5874.0
HD 82943 d,0.29,,2.145,,HD 82943,1.18,1.12,3.08,5874.0
HD 8326 b,0.2095,,0.533,,HD 8326,0.8,,,4914.0
HD 83443 b,0.402,1.04,0.0406,,HD 83443,0.9,1.04,2.94,5460.0
HD 83443 c,1.35,,8.0,,HD 83443,0.9,1.04,2.94,5460.0
HD 8535 b,0.68,,2.45,,HD 8535,1.13,1.19,,6136.0
HD 85390 b,0.099,,1.373,,HD 85390,0.76,,7.2,5186.0
HD 85628 A b,3.1,1.53,0.047,,HD 85628 A,1.75,1.92,0.8,7800.0
HD 8574 b,2.11,,0.77,,HD 8574,1.17,1.37,7.13,6080.0
HD 86081 A b,1.5,1.08,0.039,,HD 86081 A,1.21,1.22,6.21,6028.0
HD 86226 b,0.45,,2.73,176.0,HD 86226,1.02,,,
HD 86226 c,0.02281,0.1927,0.049,1311.0,HD 86226,1.02,,,
HD 86264 b,7.0,,2.86,,HD 86264,1.42,1.88,2.24,6210.0
HD 8673 A b,14.2,,3.02,,HD 8673 A,1.35,1.39,1.95,6472.0
HD 86950 b,3.6,,2.72,,HD 86950,1.66,8.8,,4805.0
HD 87646 A b,12.4,,0.117,,HD 87646 A,1.12,1.55,,5770.0
HD 87646 A c,57.0,,1.58,,HD 87646 A,1.12,1.55,,5770.0
HD 87883 b,81.9,,3.6,,HD 87883,0.82,0.76,9.8,4980.0
HD 88133 b,0.3,1.0,0.047,,HD 88133,1.2,1.93,9.56,5494.0
HD 89307 b,2.0,,3.34,,HD 89307,1.028,1.05,6.76,5950.0
HD 89345 b,0.1123,0.612,0.105,1053.0,HD 89345,1.12,1.657,9.4,5609.0
HD 89744 b,10.32,,0.917,,HD 89744,1.4,2.14,2.04,6196.0
HD 89744 c,5.36,,8.3,,HD 89744,1.4,2.14,2.04,6196.0
HD 89839 b,5.03,,4.76,,HD 89839,1.21,1.25,1.2,6314.0
HD 90156 b,0.057,,0.25,,HD 90156,0.84,,4.4,5599.0
HD 91669 b,30.6,,1.205,,HD 91669,0.914,,,5185.0
HD 9174 b,1.11,,2.2,,HD 9174,1.03,1.67,9.0,5577.0
HD 92788 b,27.02,,0.97,,HD 92788,1.15,1.14,2.55,5744.0
HD 92788 c,3.76,,10.5,,HD 92788,1.15,1.14,2.55,5744.0
HD 93083 b,0.37,,0.477,,HD 93083,0.7,,6.0,4995.0
HD 93385 A b,0.0132,,0.0756,,HD 93385 A,,,,
HD 93385 A c,7.1,,0.112,,HD 93385 A,,,,
HD 93385 A d,0.0318,,0.257,,HD 93385 A,,,,
HD 93963 A b,,0.1204,0.02085,2042.0,HD 93963 A,1.109,1.043,1.4,5987.0
HD 93963 A c,,0.28799,0.04813,1344.0,HD 93963 A,1.109,1.043,1.4,5987.0
HD 9446 b,0.687,,0.1892,,HD 9446,1.0,1.0,,5793.0
HD 9446 c,1.7,,0.646,,HD 9446,1.0,1.0,,5793.0
HD 94771 b,0.53,,3.48,,HD 94771,1.2,1.903,5.733,5631.0
HD 94834 b,1.26,1.242,2.74,,HD 94834,1.11,4.2,,4798.0
HD 95086 b,2.6,,61.7,1050.0,HD 95086,1.6,,0.017,7550.0
HD 95089 b,1.2,,1.51,,HD 95089,1.58,4.9,2.5,5002.0
HD 95089 c,3.97,,,,HD 95089,1.58,4.9,2.5,5002.0
HD 95127 b,5.01,,1.28,,HD 95127,1.2,20.0,5.5,4218.0
HD 95338 b,0.12406,0.3551,0.231,402.0,HD 95338,0.76,0.86,5.08,5212.0
HD 95544 b,6.84,,3.386,156.5,HD 95544,1.09,1.088,,5722.0
HD 9578 b,0.62,,,,HD 9578,1.12,,,
HD 95872 b,4.6,,5.2,,HD 95872,0.95,0.93928087,10.0,5312.0
HD 96063 b,0.9,,0.99,,HD 96063,1.02,4.5,9.0,5148.0
HD 96167 b,0.68,,1.3,,HD 96167,1.31,1.86,3.8,5770.0
HD 96700 b,0.028,,0.0777,,HD 96700,,,,
HD 96700 c,0.011,,0.141,,HD 96700,,,,
HD 96700 d,0.04,,0.424,,HD 96700,,,,
HD 96992 b,1.14,,1.24,,HD 96992,0.96,7.43,,4725.0
HD 97334 b,53.0,,2620.0,,HD 97334,0.05,,,
HD 97619 b,3.5,,1.6,,HD 97619,1.3,16.7,4.9,4355.0
HD 97658 b,0.02457,0.20047,0.08,809.0,HD 97658,0.85,0.73,,5170.0
HD 98219 b,1.8,,1.23,,HD 98219,1.3,4.5,4.0,4992.0
HD 984 b,61.0,,28.0,2730.0,HD 984,1.2,,0.08,6315.0
HD 98649 b,6.79,,6.57,,HD 98649,1.03,1.01,2.42,5790.0
HD 98736 b,2.33,,1.864,,HD 98736,0.92,0.93,7.4,5544.0
HD 99109 b,0.502,,1.105,,HD 99109,0.93,,12.2,5272.0
HD 99283 b,0.97,,1.08,,HD 99283,,,,
HD 99706 b,1.4,,2.14,,HD 99706,1.72,5.4,2.1,4932.0
HD 99706 c,5.69,,,,HD 99706,1.72,5.4,2.1,4932.0
HETE J1900.1-2455 b,45.0,,0.00609,,HETE J1900.1-2455,1.4,,,
HH 211 b,30.0,,4.6,,HH 211,0.05,1.5,,
HH 211 c,8.0,,84.0,,HH 211,0.05,1.5,,
HII 1348 b,59.0,,138.0,,HII 1348,,,,
HIP 104045 b,0.5,,3.46,,HIP 104045,1.03,1.05,4.5,5826.0
HIP 104045 c,0.13573,,0.92,,HIP 104045,1.03,1.05,4.5,5826.0
HIP 105854 b,5.35,,0.655,,HIP 105854,2.1,,,4780.0
HIP 107772 b,0.0406,,0.243,,HIP 107772,,,,
HIP 107773 b,1.98,,0.72,,HIP 107773,2.42,11.6,,4945.0
HIP 109384 b,1.56,,1.134,,HIP 109384,0.78,,,5180.0
HIP 109600 b,2.68,,0.706,,HIP 109600,0.87,,,5530.0
HIP 113103 b,0.0186,0.16317,0.06899,721.0,HIP 113103,0.761,0.742,,4930.0
HIP 113103 c,0.0264,0.2141,0.10479,585.0,HIP 113103,0.761,0.742,,4930.0
HIP 114933 b,1.94,,2.84,,HIP 114933,1.39,5.27,,4824.0
HIP 116454 b,0.0372,0.226,0.098,690.0,HIP 116454,0.775,0.716,,5089.0
HIP 11915 b,0.99,,4.8,,HIP 11915,1.0,,4.0,5760.0
HIP 12961 b,0.35,,0.13,,HIP 12961,0.67,,,
HIP 14810 b,3.88,,0.0692,,HIP 14810,0.99,1.0,,5485.0
HIP 14810 c,1.28,,0.545,,HIP 14810,0.99,1.0,,5485.0
HIP 14810 d,0.57,,1.89,,HIP 14810,0.99,1.0,,5485.0
HIP 1481 b,3.0,,2.0,,HIP 1481,1.16,,0.045,
HIP 19976 b,0.068,,0.234,,HIP 19976,0.67,0.772,,4316.0
HIP 19976 c,30.609,,11.522,,HIP 19976,0.67,0.772,,4316.0
HIP 21152 b,24.0,,17.0,,HIP 21152,1.44,,0.625,
HIP 26196 b,62.547,,4.378,,HIP 26196,0.67,0.761,,4258.0
HIP 29724 b,63.0,,6.3,,HIP 29724,1.94,,0.15,
HIP 3206 b,0.173,,2.108,,HIP 3206,0.84,,,
HIP 34222 b,0.83,,0.492,,HIP 34222,0.62,,,
HIP 35173 b,0.04,,0.217,,HIP 35173,0.79,,,4881.0
HIP 36985 b,29.0,,7.0,,HIP 36985,0.621,,0.26,
HIP 38594 b,0.0255,,0.256,,HIP 38594,,,,
HIP 38594 c,0.1523,,3.805,,HIP 38594,,,,
HIP 38939 B,38.0,,1630.0,,HIP 38939 A,,,0.9,4683.0
HIP 39017 b,23.6,,335.0,,HIP 39017,1.52,,,
HIP 41378 b,,0.26,,,HIP 41378,1.15,1.4,,6199.0
HIP 41378 c,,0.228,,,HIP 41378,1.15,1.4,,6199.0
HIP 41378 d,,0.353,,,HIP 41378,1.15,1.4,,6199.0
HIP 41378 e,,0.4916,,,HIP 41378,1.15,1.4,,6199.0
HIP 41378 f,0.038,0.821,1.37,335.0,HIP 41378,1.15,1.4,,6199.0
HIP 4845 b,0.0453,,0.176,,HIP 4845,,,,
HIP 48714 b,0.0721,,0.112,,HIP 48714,,,,
HIP 5158 b,1.44,,0.89,,HIP 5158,0.78,,6.0,4962.0
HIP 5158 c,15.04,,7.7,,HIP 5158,0.78,,6.0,4962.0
HIP 54373 b,0.02712,,0.063,,HIP 54373,0.57,,,4021.0
HIP 54373 c,0.03914,,0.099,,HIP 54373,0.57,,,4021.0
HIP 54597 b,2.4,,4.0,,HIP 54597,0.69,0.66,6.9,4799.0
HIP 56640 b,6.77,,4.55,,HIP 56640,1.04,4.93,,4769.0
HIP 57050 b,0.304,,0.166,,HIP 57050,0.354,0.353,,3358.0
HIP 57050 c,0.227,,0.91,,HIP 57050,0.354,0.353,,3358.0
HIP 57274 b,0.036,,0.07,,HIP 57274,0.73,0.68,7.87,4640.0
HIP 57274 c,0.41,,0.178,,HIP 57274,0.73,0.68,7.87,4640.0
HIP 57274 d,0.527,,1.01,,HIP 57274,0.73,0.68,7.87,4640.0
HIP 5763 b,0.51,,0.17,,HIP 5763,0.73,,,
HIP 63242 b,9.18,,0.565,,HIP 63242,1.54,,,
HIP 63734 b,11.0,,30.02,,HIP 63734,1.21,,0.15,
HIP 64892 b,33.0,,159.0,2600.0,HIP 64892,2.35,1.79,0.016,10400.0
HIP 65407 b,0.428,,0.177,,HIP 65407,0.93,,,5460.0
HIP 65407 c,0.784,,0.316,,HIP 65407,0.93,,,5460.0
HIP 65426 b,7.1,1.5,87.0,1450.0,HIP 65426,1.96,1.77,0.014,8840.0
HIP 65891 b,5.888,,2.794,,HIP 65891,2.5,9.53,,5060.0
HIP 65A b,3.213,2.03,0.01782,1411.0,HIP 65A,0.781,0.7242,4.1,4590.0
HIP 67522 b,5.0,0.8984,,1174.0,HIP 67522,1.22,1.38,0.017,5675.0
HIP 67537 b,11.1,,4.96,,HIP 67537,2.41,8.69,,4985.0
HIP 67851 b,1.38,,0.46,,HIP 67851,1.63,5.52,,4890.0
HIP 67851 c,5.98,,3.82,,HIP 67851,1.63,5.52,,4890.0
HIP 68468 b,0.011,,0.029743,,HIP 68468,1.05,,5.9,5857.0
HIP 68468 c,0.094,,0.665,,HIP 68468,1.05,,5.9,5857.0
HIP 70849 b,9.0,,10.0,,HIP 70849,0.63,,3.0,4105.0
HIP 71135 b,0.0592,,0.335,,HIP 71135,0.66,,,4146.0
HIP 73990 b,21.0,,20.0,,HIP 73990,1.72,,0.015,7450.0
HIP 73990 c,22.0,,32.0,,HIP 73990,1.72,,0.015,7450.0
HIP 74865 b,28.0,,23.0,,HIP 74865,1.42,,0.015,6640.0
HIP 74890 b,2.4,,2.1,,HIP 74890,1.74,5.77,,4850.0
HIP 75056 b,35.0,2.0,22.5,2300.0,HIP 75056,,,,
HIP 75092 b,1.79,,2.02,,HIP 75092,1.28,4.53,,4891.0
HIP 77900 b,34.0,1.76,3200.0,2400.0,HIP 77900,,,,13700.0
HIP 78530 b,28.0,1.83,710.0,2679.0,HIP 78530,2.5,,0.011,10500.0
HIP 79098 (AB) b,20.5,,345.0,2450.0,HIP 79098 (AB),,,,
HIP 79431 b,2.1,,0.36,,HIP 79431,0.49,,,3191.0
HIP 79797 Ba,58.0,,350.0,,HIP 79797 A,1.76,,0.2,
HIP 79797 Bb,55.0,,350.0,,HIP 79797 A,1.76,,0.2,
HIP 81208 C b,14.8,,23.04,2050.0,HIP 81208 C,0.135,,,
HIP 8541 Ab,7.714,,3.729,,HIP 8541 A,1.17,7.83,,4670.0
HIP 8541 Ac,0.804,,0.923,,HIP 8541 A,1.17,7.83,,4670.0
HIP 86221 b,0.71,,0.031,,HIP 86221,0.79,,,
HIP 88399 b,6.0,,8.0,,HIP 88399,1.29,,0.024,
HIP 89474 b,0.0299,,0.1192,,HIP 89474,0.98,,,
HIP 90988 b,1.96,,1.26,,HIP 90988,1.3,3.94,,4884.0
HIP 91258 b,1.068,,0.057,,HIP 91258,0.95,,2.4,5519.0
HIP 94235 b,1.192,0.2862,0.0787,1060.0,HIP 94235,1.094,1.08,0.1,5991.0
HIP 948 b,20.6,,15.037,,HIP 948,0.71,0.688,,4497.0
HIP 96334 b,5.0,,5.0,,HIP 96334,1.0,,0.15,
HIP 97166 b,0.063,0.2444,0.089,757.0,HIP 97166,0.898,0.836,3.33,5198.0
HIP 97166 c,9.9,,0.124,642.0,HIP 97166,0.898,0.836,3.33,5198.0
HIP 97233 b,20.0,,2.55,,HIP 97233,1.93,5.34,,5020.0
HN Lib b,0.01749,,0.1417,,HN Lib,0.291,0.299,4.4,3347.0
HN Peg b,16.0,1.1,795.0,,HN Peg,1.0,,0.2,
HR 2562 b,10.28,,21.2,,HR 2562,1.3,,0.6,
HR 3549 b,45.0,,80.0,2350.0,HR 3549,,,0.125,10207.0
HR 5183 b,3.23,,18.0,110.0,HR 5183,1.07,1.53,7.7,5794.0
HR 858 b,,0.18601,0.048,1572.0,HR 858,1.145,1.31,,6201.0
HR 858 c,,0.17299,0.074,1326.0,HR 858,1.145,1.31,,6201.0
HR 858 d,,0.19306,0.1027,1075.0,HR 858,1.145,1.31,,6201.0
HR 8799 b,7.0,1.2,68.0,,HR 8799,1.56,1.5,0.06,
HR 8799 c,8.3,1.3,42.9,,HR 8799,1.56,1.5,0.06,
HR 8799 d,8.3,1.2,27.0,,HR 8799,1.56,1.5,0.06,
HR 8799 e,9.6,1.17,16.4,1150.0,HR 8799,1.56,1.5,0.06,
HS 0705+6700 (AB)b,27.0,,3.27,,HS 0705+6700 (AB),,,,
HS 0705+6700 (AB)c,11.8,,4.71,,HS 0705+6700 (AB),,,,
HS 2201+2610 b,3.2,,1.7,,HS 2201+2610,0.5,0.23,10.0,29300.0
HS Psc b,1.46,,0.0435,,HS Psc,0.69,0.65,0.133,4203.0
HW Vir (AB) b,39.0,1.0,4.69,,HW Vir (AB),0.627,,,
HW Vir (AB) c,40.0,2.0,12.8,,HW Vir (AB),0.627,,,
IC 4651 9122 b,6.3,,2.038,,IC 4651 9122,2.0,,,
IGR J17062-6143 b,17.27,0.4867,0.002077,,IGR J17062-6143,1.7,,,
IM Lup b,1.0,,400.0,,IM Lup,,,,
iot Cap b,3.48,,1.771,,iot Cap,2.89,10.67,0.39,5200.0
iot Cap c,7.485,,5.067,,iot Cap,2.89,10.67,0.39,5200.0
iot Dra b,16.4,,1.448,,iot Dra,1.4,12.8,,4445.0
iot Dra c,17.0,,19.4,,iot Dra,1.4,12.8,,4445.0
iot Hor b,2.26,,0.925,,iot Hor,1.11,1.85,3.6,5997.0
ISO 1I,,2e-06,,,Sun,1.0,1.0,,
ISO 2I,,6.2e-05,,,Sun,1.0,1.0,,
ISO-Oph176,60.0,,,2800.0,ISO-Oph176,,,,
ITG 15B,9.0,,,,,,,,
ITG 25B,18.0,,,,,,,,
J03443214+3206524,5.5,,,1450.0,,,,,
J03443777+3208289,3.5,,,1450.0,,,,,
J03444496+3208375,5.5,,,1450.0,,,,,
J1324+63,11.5,1.23,,1080.0,,,,,
K2-100 b,,0.32,0.0296,1748.0,K2-100,1.23,1.22,0.8,6168.0
K2-101 b,,0.178,,,K2-101,0.8,0.73,0.79,4819.0
K2-102 b,,0.116,,,K2-102,0.77,0.71,0.79,4695.0
K2-103 b,,0.177,0.131,,EPIC 211822797,0.66,0.57,0.8,4148.21
K2-104 b,,0.175,0.023,,K2-104,0.43,0.49,0.8,3546.46
K2-105 b,0.094,0.301,0.0796,814.0,K2-105,0.99,0.91,0.6,5464.0
K2-106 b,0.0245,0.14952,0.01314,2299.0,K2-106,0.97,0.98,5.0,5617.0
K2-106 c,0.018,0.2534,0.1091,741.0,K2-106,0.97,0.98,5.0,5617.0
K2-107 b,0.84,1.426,0.0475,1649.0,K2-107,1.3,1.81,4.25,6061.0
K2-108 b,0.187,0.476,0.0581,1360.0,K2-108,1.17,1.76,7.8,5599.0
K2-10 b,0.08495,0.343,,,K2-10,0.92,0.98,,5620.0
K2-110 b,0.0525,0.228,0.1027,575.0,K2-110,0.75,0.71,8.0,4950.0
K2-111 b,0.01664,0.162,0.057,1309.0,K2-111,0.84,1.25,12.3,5775.0
K2-111 c,0.0349,,0.1157,,K2-111,0.84,1.25,12.3,5775.0
K2-113 b,1.28,1.083,0.0642,1098.0,K2-113,1.04,1.24,5.9,5660.0
K2-114 b,1.85,0.952,0.0954,661.0,K2-114,0.89,0.84,9.9,5044.0
K2-115 b,0.84,1.115,0.1367,,K2-115,0.95,0.88,10.7,5657.0
K2-116 b,,0.062,0.048,,K2-116,0.69,0.67,,4348.35
K2-117 b,,0.181,0.0189,868.0,K2-117,0.54,0.51,,3778.0
K2-117 c,,0.184,0.0492,537.0,K2-117,0.54,0.51,,3778.0
K2-118 b,,0.227,0.245,,K2-118,0.76,0.73,,4726.29
K2-119 b,,0.226,0.0698,666.0,K2-119,0.76,0.71,,4740.0
K2-11 b,,0.674,0.2257,734.0,K2-11,1.35,5.15,,5433.0
K2-120 b,,0.179,0.078,,K2-120,0.69,0.67,,4349.9
K2-121 b,,0.669,0.0525,723.0,K2-121,0.72,0.68,,4551.0
K2-122 Ab,,0.108,0.0285,814.0,K2-122 A,0.62,0.6,,4027.0
K2-123 b,,0.246,0.1649,338.0,K2-123,0.62,0.59,,4035.0
K2-124 b,0.033,0.259,0.049,442.0,K2-124,0.39,0.39,,3570.0
K2-125 b,,0.194,0.121,,K2-125,0.49,0.4,,3654.47
K2-126 b,,0.176,0.0656,601.0,K2-126,0.69,0.65,,4339.0
K2-127 b,,0.747,0.0411,809.0,K2-127,0.72,0.66,,4575.0
K2-128 b,,0.127,0.056,,K2-128,0.71,0.78,,4469.51
K2-129 b,,0.093,0.057,,K2-129,0.36,0.36,,3459.09
K2-12 b,,0.208,0.0802,1003.0,K2-12,1.01,1.01,,5800.0
K2-130 b,,0.112,0.032,,K2-130,0.7,0.74,,4356.47
K2-131 b,,0.152,0.0095,2062.0,K2-131,0.84,0.75,,5245.0
K2-132 b,0.49,1.3,0.0916,1586.0,K2-132,1.08,3.85,8.5,4840.0
K2-133 b,0.0069,0.12,0.03194,,K2-133,0.46,0.46,,3655.0
K2-133 c,0.01,0.143,0.04341,,K2-133,0.46,0.46,,3655.0
K2-133 d,0.026,0.179,0.07487,,K2-133,0.46,0.46,,3655.0
K2-133 e,,0.154,0.1346,296.0,K2-133,0.46,0.46,,3655.0
K2-136 Ab,,0.088,,553.0,K2-136 A,0.742,0.677,0.65,4500.0
K2-136 Ac,,0.26,,425.0,K2-136 A,0.742,0.677,0.65,4500.0
K2-136 Ad,,0.129,,373.0,K2-136 A,0.742,0.677,0.65,4500.0
K2-137 b,0.5,0.079,0.0058,1471.0,K2-137,0.46,0.44,,3492.0
K2-138 b,0.0098,0.14,0.0338,1308.0,K2-138,0.93,0.86,,5378.0
K2-138 c,0.0198,0.225,0.04454,1140.0,K2-138,0.93,0.86,,5378.0
K2-138 d,0.0249,0.237,0.05883,992.0,K2-138,0.93,0.86,,5378.0
K2-138 e,0.0409,0.294,0.07807,861.0,K2-138,0.93,0.86,,5378.0
K2-138 f,0.005,0.251,0.1043,745.0,K2-138,0.93,0.86,,5378.0
K2-138 g,0.0135,0.2688,0.231,518.0,K2-138,0.93,0.86,,5378.0
K2-139 b,0.381,0.813,0.1796,524.0,K2-139,0.96,0.88,1.8,5370.0
K2-13 b,,0.169,0.2114,511.0,K2-13,0.8,0.78,0.78,5698.0
K2-140 b,0.93,1.093,0.0687,957.0,K2-140,1.0,0.99,9.8,5705.0
K2-141 b,0.01598,0.135,,2039.0,K2-141 ,0.708,0.681,6.3,4599.0
K2-141 c,0.02328,0.624,,,K2-141 ,0.708,0.681,6.3,4599.0
K2-146 b,0.01816,0.183,0.027,,K2-146,0.33,0.33,5.0,3385.0
K2-146 c,0.02358,0.195,0.034,,K2-146,0.33,0.33,5.0,3385.0
K2-147 b,,0.123,0.0159,,K2-147,0.58,0.55,,3672.0
K2-148 Ab,,0.119,0.0454,,K2-148 A,0.639,0.6739,,4081.0
K2-148 Ac,,0.154,0.0616,,K2-148 A,0.639,0.6739,,4081.0
K2-148 Ad,,0.146,0.0774,,K2-148 A,0.639,0.6739,,4081.0
K2-149 b,,0.146,0.083,,K2-149,0.59,0.57,,3745.0
K2-14 b,,0.429,0.0627,488.0,K2-14,0.47,0.45,,3789.0
K2-150 b,,0.178,0.0727,,K2-150,0.46,0.44,,3499.0
K2-151 b,,0.133,0.0373,566.0,K2-151,0.47,0.45,,3695.0
K2-152 b,,0.204,0.1716,337.0,K2-152,0.63,0.61,,4044.0
K2-153 b,,0.178,0.0614,497.0,K2-153,0.55,0.53,,3845.0
K2-154 b,,0.178,0.0405,715.0,K2-154,0.65,0.63,,4097.0
K2-154 c,,0.185,0.0677,552.0,K2-154,0.65,0.63,,4097.0
K2-155 b,0.0148,0.161,0.0562,708.0,K2-155,0.65,0.58,,4258.0
K2-155 c,0.0205,0.232,0.0946,583.0,K2-155,0.65,0.58,,4258.0
K2-155 d,0.0154,0.17,0.1937,381.0,K2-155,0.65,0.58,,4258.0
K2-156 b,,0.103,0.0149,1347.0,K2-156,0.66,0.66,,4597.0
K2-157 b,,0.094,,,K2-157,0.94,0.88,,5456.0
K2-158 b,,0.236,0.0887,794.0,K2-158,0.92,0.95,,5503.0
K2-158 c,,0.114,0.0622,948.0,K2-158,0.92,0.95,,5503.0
K2-159 b,,0.202,0.1013,684.0,K2-159,0.9,0.83,,5425.0
K2-15 b,,0.221,0.091,676.0,K2-15,0.72,0.68,,5131.0
K2-160 b,,0.284,,,K2-160,0.98,0.91,,5649.0
K2-161 b,,0.546,,,K2-161,0.99,2.57,8.51,4972.0
K2-162 b,,0.128,0.0795,631.0,K2-162,0.75,0.69,,4842.0
K2-163 b,,0.22,,,K2-163,0.83,0.76,,4937.0
K2-164 b,,0.29,,,K2-164,1.18,2.2,,5791.0
K2-165 b,,0.114,,,K2-165,0.83,0.8,,5185.0
K2-165 c,,0.139,,,K2-165,0.83,0.8,,5185.0
K2-165 d,,0.236,,,K2-165,0.83,0.8,,5185.0
K2-166 b,14.0,0.195,0.0858,1140.0,K2-166,1.07,,,
K2-166 c,6.0,0.109,,,K2-166,1.07,,,
K2-167 b,,0.2088,,,K2-167,1.02,1.83,,5908.0
